Route,Incident,Location,Day,Hour,Month
109,Security,VARNA AND TUNDRA,Sunday,23,5
94,Operations - Operator,BLOOR AND PARLIAMET,Saturday,22,4
21,Collision - TTC,BRIMLEY AND HUNTINGWOO,Wednesday,10,6
85,Security,TORONTO ZOO,Monday,7,1
929,Utilized Off Route,DUFFERIN AND BLOOR,Wednesday,8,5
80,Mechanical,SHERWAY GARDENS,Tuesday,16,2
42,Utilized Off Route,FINCH STATION,Monday,11,4
945,Mechanical,KIPLING AND REDWATER,Monday,8,9
53,Investigation,STEELES AND MIDDLEFIEL,Saturday,9,4
905,Mechanical,KENNEDY STATION,Wednesday,16,5
986,Mechanical,MEADOWVALE LOOP,Thursday,19,9
63,Emergency Services,OSSINGTON AND QUEEN,Friday,16,3
21,Operations - Operator,KENNEDY STATION,Saturday,11,8
61,Collision - TTC,AVENUE AND EGLINTON,Friday,19,8
87,Cleaning - Unsanitary,BROADVIEW AND HILLSIDE,Monday,16,9
37,Mechanical,ISLINGTON STATION,Monday,16,2
131,Emergency Services,SCARBOROUGH CENTRE STA,Wednesday,11,9
999,Mechanical,STAINES AND SEASONS,Monday,20,7
116,Security,KENNEDY STATION,Tuesday,16,8
165,Operations - Operator,KEELE AND WILSON,Wednesday,16,1
19,Operations - Operator,BAY AND WELLESLEY,Tuesday,17,4
96,Vision,STEELES AND DUFFERIN,Saturday,8,4
54,Mechanical,EGLINTON STATION,Tuesday,21,3
41,Operations - Operator,KEELE AND GREENBROOK D,Sunday,21,1
52,Mechanical,DIXON AND ISLINGTON,Monday,8,1
85,Collision - TTC,DON MILLS STATION,Tuesday,12,1
97,Collision - TTC,HILDA AND STEELES,Wednesday,15,1
25,Mechanical,PAPE AND RIVERCOURT,Sunday,17,5
939,Mechanical,FINCH STATION,Friday,14,1
939,Operations - Operator,MCCOWAN AND SHEPPARD E,Wednesday,10,7
51,Mechanical,EGLINTON STATION,Friday,1,3
41,Mechanical,KEELE STATION,Friday,6,2
71,Operations - Operator,RAY AND BARTONVILLE,Tuesday,19,8
16,Mechanical,SCARBOROUGH CENTRE STA,Tuesday,19,4
85,Mechanical,SHEPPARD AND NEILSON,Thursday,16,2
73,Mechanical,ROYAL YORK AND KINGSGR,Monday,5,2
38,Mechanical,LAWRENCE EAST AND EAST,Wednesday,11,7
36,Security,FINCH STATION,Monday,20,9
29,Vision,DUFFERIN GATE LOOP,Wednesday,16,9
63,Emergency Services,KING AND QUEENSWAY,Saturday,20,3
102,Mechanical,WARDEN AND ST CLAIR,Tuesday,14,7
36,Mechanical,HUMBERWOOD AND TOPBANK,Wednesday,15,7
34,Emergency Services,KENNEDY STATION,Tuesday,17,8
996,Security,SCARBOROUGH TOWN CENTR,Thursday,6,8
38,Operations - Operator,KENNEDY STATION,Friday,18,4
63,Diversion,OSSINGTON AND DUNDAS,Saturday,11,9
17,Mechanical,WARDEN STATION,Thursday,11,7
37,Mechanical,ISLINGTON AND ELMHURST,Monday,7,2
320,Security,YONGE AND FLORENCE,Monday,2,1
84,Diversion,SHEPPARD AND LAURA,Wednesday,21,5
300,Emergency Services,EAST MALL AND GIBBS,Friday,4,9
903,Mechanical,KENNEDY STATION,Wednesday,7,4
960,Vision,DUFFERIN AND STEELES,Tuesday,4,4
7,Mechanical,BATHURST STATION,Monday,10,1
73,Mechanical,ROYAL YORK STATION,Thursday,11,6
109,Mechanical,NEPTUNE AND BAYCREST,Wednesday,7,1
40,Mechanical,DUNDAS AND KEELE,Saturday,12,1
131,Mechanical,MORNINGVIEW AND SEWELL,Tuesday,19,3
25,Collision - TTC,TOWNSEND AND FRESHMEAD,Monday,17,9
32,Utilized Off Route,EGLINTON STATION,Monday,7,5
108,Operations - Operator,SHEPPARD AND ARLETA,Monday,13,7
17,Vision,BIRCHMOUNT AND CANADIA,Saturday,17,5
25,Utilized Off Route,BROADVIEW STATION,Monday,15,9
57,Diversion,MIDLAND AND STEELES,Monday,16,1
960,Operations - Operator,PIONEER VILLAGE STATIO,Thursday,9,5
20,Mechanical,DANFORTH AND SIBLEY,Saturday,12,5
91,Cleaning - Unsanitary,STRATHMORE AND WOODBIN,Thursday,10,2
35,Mechanical,PIONEER VILLAGE STATIO,Saturday,13,9
41,Collision - TTC,MURRAY ROSS PKWY AND C,Sunday,16,1
31,Diversion,QUEEN AND GREENWOOD,Saturday,14,2
96,Cleaning - Unsanitary,STEELES AND MARTIN GRO,Saturday,19,9
71,Utilized Off Route,WESTON AND EGLINTON,Monday,20,8
95,Investigation,YORK MILLS AND DON MIL,Monday,15,7
24,Operations - Operator,VICTORIA PARK AND DENT,Sunday,16,8
165,Utilized Off Route,YORK MILLS STATION,Thursday,18,4
107,Cleaning - Unsanitary,SHEPPARD WEST STATION,Friday,8,8
52,Mechanical,LAWRENCE AND BATHURST,Monday,16,6
84,Mechanical,SHEPPARD AND JANE,Saturday,16,7
116,Security,MORNINGSIDE AND NEILSO,Tuesday,23,7
960,Collision - TTC,STEELES AND HILDA,Friday,13,7
107,General Delay,SHEPPARD AND CHESSWOOD,Saturday,16,8
131,Collision - TTC,ELLESMERE AND MIDLAND,Wednesday,19,8
35,Mechanical,JANE STATION,Tuesday,6,5
64,Collision - TTC,BROADVIEW STATION,Saturday,5,5
29,General Delay,DUFFERIN AND WILSON,Saturday,21,8
169,Operations - Operator,MCCOWAN AND SHEPPARD,Friday,5,6
929,Operations - Operator,WILSON STATION,Thursday,13,9
45,Operations - Operator,KIPLING AND RATHBURN,Saturday,17,4
32,Operations - Operator,RENFORTH STATION,Wednesday,8,2
102,Mechanical,STEELES AND MORNINGSID,Friday,10,4
935,Mechanical,MT DENNIS GARAGE,Thursday,6,1
36,Collision - TTC,FINCH AND SIGNET,Tuesday,6,5
86,Operations - Operator,MEADOWVALE LOOP,Saturday,0,9
41,Operations - Operator,PIONEER VILLAGE STATIO,Tuesday,6,7
85,Mechanical,SHEPPARD AND ROUGE RIV,Tuesday,13,9
996,Mechanical,ALBION AND ARMEL,Tuesday,7,1
7,Mechanical,BATHURST AND WILSON,Tuesday,12,4
996,Mechanical,VICTORIA PARK AND ELLE,Wednesday,9,2
72,Operations - Operator,QUEENS QUAY AND LOWER,Friday,13,4
37,Mechanical,EGLINTON AND SOUTH SER,Wednesday,8,7
135,Investigation,WARDEN AND DANFORTH,Tuesday,7,5
900,Operations - Operator,PEARSON AIRPORT,Wednesday,16,7
8,Emergency Services,WARDEN STATION,Thursday,15,8
24,Collision - TTC,VICTORIA PARK AND N OF,Wednesday,14,5
34,Mechanical,SPANBRIDGE AND GRENOBL,Monday,21,7
52,Mechanical,SCARLETT AND LAWRENCE,Friday,22,8
52,Mechanical,LAWRENCE WEST STATION,Monday,22,5
54,Collision - TTC,LAWRENCE AND MIDLAND,Friday,17,3
47,Operations - Operator,1216 LANSDOWNE,Wednesday,11,8
36,Mechanical,FINCH WEST STATION,Tuesday,9,4
55,Investigation,RUNNYMEDE STATION,Tuesday,22,6
38,Operations - Operator,ROUGE HILL GO STATION,Friday,15,6
84,Operations - Operator,SHEPPARD AND WILSON HE,Sunday,17,3
52,Mechanical,LAWRENCE WEST STATION,Friday,10,7
116,Operations - Operator,MORNINGSIDE AND SHEPPA,Wednesday,18,9
7,Collision - TTC,BATHURST AND CEDERCROF,Saturday,18,1
37,Mechanical,KIPLING AND REXDALE,Tuesday,7,1
24,Mechanical,VICTORIA PARK STATION,Monday,23,5
335,Security,JANE AND BLOOR,Sunday,4,7
79,Mechanical,LAWRENCE AND PINE,Tuesday,5,1
34,Collision - TTC,EGLINTON AND WYNFORD,Tuesday,12,1
24,Collision - TTC,VICTORIA PARK AND CLIN,Tuesday,23,3
45,Cleaning - Unsanitary,KIPLING AND STEELES,Wednesday,18,8
927,Mechanical,MARTIN GROVE AND STEEL,Saturday,10,3
45,Vision,KIPLING STATION,Wednesday,6,1
929,Mechanical,DUFFERIN AND LIBERTY,Friday,9,5
89,Mechanical,KEELE STATION,Wednesday,7,1
83,Security,COMMISSIONER AND LESLI,Thursday,15,3
84,Mechanical,SHEPPARD AND KEELE,Saturday,10,4
954,Mechanical,NORTH SERVICE AND EGLI,Monday,17,2
84,Mechanical,BRADSTOCK AND WESTON,Wednesday,22,2
19,Diversion,BAY AND CHARLES,Friday,11,9
47,Collision - TTC,LANSDOWNE AND COLLEGE,Monday,1,9
44,Security,KIPLING STATION,Saturday,5,6
60,Mechanical,PIONEER VILLAGE,Saturday,8,4
7,Vision,BATHURST AND FISHERVIL,Thursday,15,5
52,Collision - TTC,LAWRENCE AND GIBSON,Sunday,9,5
89,Mechanical,KEELE STATION,Saturday,7,3
75,Security,ELM AND SOUTH,Thursday,17,4
72,Collision - TTC,PAPE AND FLOYD,Monday,17,6
929,Vision,EGLINTON WEST AND DUFF,Tuesday,19,9
59,Security,DUFFERIN AND GLENCAIRN,Thursday,21,5
44,Mechanical,COLONEL SAMUEL SMITH P,Saturday,20,4
84,Mechanical,KEELE AND SHEPPARD,Friday,8,7
7,Investigation,BATHURST AND STEELES,Friday,10,4
996,Mechanical,ELLESMERE AND KENNEDY,Wednesday,9,7
42,Mechanical,MCNICOLL AND KENNEDY,Monday,17,1
34,Cleaning - Unsanitary,SPANBRIDGE RD AND GREN,Saturday,0,3
131,Mechanical,NUGGET AND MARKHAM,Friday,23,4
11,Cleaning - Unsanitary,LAWRENCE AND MILDENHAL,Friday,19,7
53,Collision - TTC,YONGE AND STEELES,Wednesday,15,9
51,Emergency Services,FRESHMEADOW AND DON MI,Wednesday,14,5
35,Mechanical,PIONEER VILLAGE STATIO,Sunday,15,4
51,Security,EGLINTON STATION,Monday,20,5
95,Security,ELESMERE AND PHARMACY,Wednesday,15,1
75,Cleaning - Unsanitary,SHERBOURNE STATION,Tuesday,12,3
939,Collision - TTC,FINCH WEST STATION,Friday,14,1
501,Mechanical,WOLSELEY LOOP,Thursday,13,1
52,Mechanical,THE WESTWAY AND MARTIN,Thursday,17,3
79,Mechanical,RUNNYMEDE STATION,Tuesday,6,2
905,Mechanical,KENNEDY STATION,Thursday,11,6
85,Mechanical,MEADOWVALE AND SHEPPAR,Monday,21,1
85,Security,SHEPPARD AND SHORTING,Sunday,11,9
36,Operations - Operator,FINCH STATION,Tuesday,14,6
44,Operations - Operator,COLONEL SAMUEL SMITH P,Wednesday,9,2
14,Operations - Operator,GLENCAIRN STATION,Sunday,17,5
89,Mechanical,KEELE STATION,Tuesday,13,9
985,Operations - Operator,SCARBOROUGH CENTRE STA,Saturday,17,8
34,Security,EGLINTON AND DUPLEX,Thursday,15,1
960,Mechanical,STEELES AND WESTON,Saturday,12,3
320,Security,YONGE AND PATRICIA,Monday,5,4
11,Mechanical,DAVISVILLE STATION,Tuesday,11,8
97,Operations - Operator,DAVISVILLE AND YONGE,Saturday,14,8
60,Vision,FINCH STATION,Monday,2,4
17,Mechanical,KENNEDY STATION,Thursday,6,5
116,Mechanical,MORNINGSIDE AND PLANTA,Wednesday,14,1
929,Mechanical,WILSON STATION,Friday,19,6
95,Utilized Off Route,ELLESMERE AND BRIMLEY,Thursday,11,5
94,Collision - TTC,WELLESLEY AND JARVIS,Saturday,15,4
25,Operations - Operator,PAPE STATION,Saturday,21,4
902,Emergency Services,WARDEN AND ST. CLAIR (,Friday,7,4
32,Emergency Services,TRETHEWEY AND BLACK CR,Thursday,19,6
29,Mechanical,DUFFERIN AND GORDON,Thursday,16,6
320,Emergency Services,YONGE AND STEELES,Thursday,4,3
80,Utilized Off Route,29 PARKSIDE DR,Monday,20,5
960,Cleaning - Unsanitary,STEELES AND MARTIN GRO,Sunday,18,8
989,Mechanical,KEELE STATION,Monday,14,1
96,Operations - Operator,CARRIER LOOP,Saturday,23,4
44,Emergency Services,COLNEL SAMUEL SMITH PA,Wednesday,16,7
60,Operations - Operator,PIONEER VILLAGE STATIO,Friday,12,7
57,Mechanical,KENNEDY STATION,Thursday,10,4
47,Mechanical,YORKDALE GO TERMINAL,Tuesday,6,4
52,Mechanical,EGLINTON STATION,Friday,19,8
52,Investigation,LAWRENCE AND WESTON,Saturday,21,4
45,Security,KIPLING STATION,Saturday,12,2
39,Mechanical,FINCH STATION,Saturday,15,4
905,Cleaning - Unsanitary,KINGSTON AND CROMWELL,Monday,19,8
123,Mechanical,KIPLING STATION,Tuesday,18,1
160,Security,BATHURST AND CLARK,Wednesday,7,5
96,Operations - Operator,WILSON AND KEELE,Wednesday,20,7
134,General Delay,PROGRESS AND SHEPPARD,Sunday,12,9
71,Operations - Operator,RUNNYMEDE AND DUNDAS,Wednesday,19,7
945,Vision,KIPLING AND EGLINTON,Tuesday,16,8
941,Collision - TTC,KEELE STATION,Friday,7,3
929,Mechanical,DUFFERIN AND LAWRENCE,Monday,8,7
39,Operations - Operator,FINCH AND KENNEDY,Thursday,14,1
52,Investigation,LAWRENCE AND SCARLETT,Saturday,16,3
98,Emergency Services,STEELES LOOP,Saturday,13,5
66,Mechanical,MARINE PARADE AND SILV,Friday,20,1
903,Mechanical,KENNEDY STATION,Saturday,15,4
75,Security,SHERBOURNE AND ANCROST,Friday,15,7
52,Utilized Off Route,LAWRENCE AND BAYVIEW,Tuesday,18,8
112,Utilized Off Route,WELLESWORTH AND ERINGA,Friday,21,8
102,Mechanical,MARKHAM AND CASTLEMORE,Tuesday,11,7
23,Mechanical,DANFORTH AND DAWES,Saturday,19,9
996,Security,WILSON AND E AND JETHR,Friday,7,7
29,Vision,DUFFERIN AND EGLINTON,Wednesday,17,6
45,Operations - Operator,KIPLING STATION,Friday,20,7
986,Mechanical,SHEPPARD AND MARKHAM,Wednesday,6,2
112,Mechanical,KIPLING STATION,Friday,16,5
96,Emergency Services,STEELES AND DUFFERIN,Thursday,9,6
35,Cleaning - Unsanitary,JANE AND JOHN,Wednesday,17,8
41,General Delay,FINCH WEST STATION,Sunday,23,6
24,Mechanical,VICTORIA PARK AND STEE,Tuesday,17,7
133,Mechanical,STAINES AND MANTIS,Saturday,15,5
42,Collision - TTC,MAYBROOK AND MCNICOLL,Wednesday,23,9
76,Mechanical,EVANS AND ROYAL YORK,Sunday,7,2
32,Mechanical,EGLINTON AND KEELE,Thursday,17,1
935,Mechanical,JANE AND TRETHEWEY,Saturday,16,7
95,Mechanical,PARKWOODS VILLAGE AND,Friday,17,1
985,Mechanical,SCARBOROUGH CENTRE STA,Thursday,16,7
95,Vision,PARKWOODS AND GAILONG,Sunday,17,9
81,Mechanical,THORNCLIFFE AND OVERLE,Wednesday,6,2
115,General Delay,YORK MILLS AND UPPER H,Friday,20,1
129,Security,KENNEDY STATION,Tuesday,7,7
986,Mechanical,EGLINTON AND MARKHAM,Wednesday,16,1
32,Operations - Operator,EMMETT AND VERONA,Monday,9,4
52,Mechanical,LAWRENCE AND SCARLETT,Tuesday,15,2
129,Mechanical,MCCOWAN AND SHEPPARD,Wednesday,20,9
39,Security,FINCH STATION,Wednesday,13,5
95,Mechanical,ELLESMERE AND MUIRBANK,Friday,23,8
12,Mechanical,KINGSTON AND CHINE,Thursday,17,1
29,Mechanical,WILSON STATION,Saturday,12,3
52,Mechanical,LAWRENCE AND JANE,Wednesday,14,4
985,Mechanical,SHEPPARD AND CONSUMERS,Monday,7,4
102,Mechanical,MARKHAM AND SHEPPARD E,Monday,16,9
96,Operations - Operator,WILSON AND BATHURST,Saturday,16,2
986,Security,MEADOWVALE LOOP,Wednesday,17,7
35,Mechanical,BLOOR AND BRULE TERRAC,Monday,8,8
41,Operations - Operator,KEELE AND LAWRENCE,Friday,14,1
32,Operations - Operator,EGLINTON AND DUFFERIN,Thursday,8,2
32,Mechanical,EGLINTON AND MARTIN GR,Saturday,15,1
44,Mechanical,KIPLING AND THE QUEENS,Wednesday,23,6
36,Mechanical,FINCH AND WESTON,Sunday,23,4
50,Mechanical,HUMBER LOOP AND QUEENS,Friday,6,7
85,Operations - Operator,MALVERN GATE AND SHEPP,Wednesday,18,3
131,Operations - Operator,SCARBOROUGH CENTRE STA,Saturday,17,8
37,General Delay,ISLINGTON AND LEDUC DR,Friday,22,1
939,Mechanical,KENNEDY STATION,Saturday,13,4
161,Vision,OSSINGTON STATION,Monday,1,4
935,Operations - Operator,JANE AND BLOOR,Saturday,13,7
52,Mechanical,SUNNYBROOK HOSPITAL,Wednesday,15,7
84,Mechanical,SHEPPARD STATION,Tuesday,9,1
134,Collision - TTC,PROGRESS AND SHEPPARD,Sunday,20,3
42,Emergency Services,MCNICOLL AND BOXDENE,Thursday,14,1
60,Mechanical,STEELES AND DUFFERIN,Monday,10,5
26,Operations - Operator,DUPONT STATION,Thursday,21,5
86,Security,MEADOWVALE LOOP,Thursday,23,9
116,Emergency Services,MORNINGSIDE AND SEWELL,Wednesday,15,3
38,Mechanical,ELLESMERE AND MIDLAND,Friday,17,2
7,Collision - TTC,GREENWIN VILLAGE AND B,Friday,17,5
116,Emergency Services,MORNINGSIDE AND NEILSO,Thursday,6,7
165,Operations - Operator,WESTON AND FINCH,Friday,14,4
939,Security,FINCH STATION,Thursday,15,5
610,Vision,PIONEER VILLAGE STATIO,Monday,16,7
71,Mechanical,MOUNT DENNIS GARAGE,Sunday,11,9
95,Emergency Services,PARKWOOD AND VICTORIA,Saturday,22,1
86,Mechanical,KENNEDY STATION,Saturday,9,7
7,Operations - Operator,GREENWIN VILLAGE AND R,Wednesday,0,3
168,Emergency Services,SYMINGTON AND DUPONT,Monday,16,4
929,Mechanical,DUFFERIN AND LAWRENCE,Monday,9,8
939,Operations - Operator,FINCH AND SENECA HILL,Thursday,22,2
925,Mechanical,PAPE STATION,Monday,17,4
86,Operations - Operator,KENNEDY STATION,Saturday,6,8
939,Operations - Operator,KENNEDY AND FINCH,Saturday,14,3
35,Operations - Operator,PIONEER VILLAGE STATIO,Tuesday,14,7
924,Cleaning - Unsanitary,ST CLAIR AND VICTORIA,Tuesday,18,4
134,Collision - TTC,TAPSCOTT AND CROW TRAI,Saturday,16,4
939,Mechanical,MCNICOLL GARAGE,Thursday,5,6
927,Mechanical,WILSON AND YONGE,Thursday,4,6
106,Security,SHEPPARD AND TUSCAN GA,Friday,15,5
960,Mechanical,STEELES AND MURRAY ROS,Friday,17,8
900,Emergency Services,PEARSON AIRPORT TERMIN,Monday,23,7
57,Security,MIDLAND AND STEELES,Wednesday,11,8
116,Collision - TTC,MORNINGSIDE AND SEWELL,Monday,19,1
116,Mechanical,FINCH AND NEILSON,Wednesday,13,1
903,Mechanical,SCARBOROUGH TOWN CENTR,Wednesday,10,3
40,Operations - Operator,DUNDAS WEST STATION,Saturday,13,6
34,Emergency Services,KENNEDY STATION,Tuesday,12,5
67,Security,OSSINGTON AND DUNDAS,Thursday,11,7
29,Mechanical,DUFFERIN AND BRIAR HIL,Friday,11,8
29,Vision,DUFFERIN AND LAWRENCE,Wednesday,20,9
102,Mechanical,STEELES AND MORNINGSID,Wednesday,16,4
84,Mechanical,SHEPPARD AND YATESCAST,Wednesday,8,6
52,Mechanical,LAWRENCE WEST STATION,Friday,16,6
20,Mechanical,HIGHVIEW AND BIRCHMOUN,Friday,9,3
60,General Delay,STEELES WEST AND CAPST,Monday,10,5
60,Mechanical,FINCH STATION,Saturday,6,3
165,Mechanical,FINCH AND WESTON,Friday,17,9
116,Security,MORNINGSTAR AND MILITA,Sunday,2,9
75,General Delay,SOUTH DRIVE AND GLEN R,Sunday,14,7
16,Vision,SCARBOROUGH CENTRE STA,Saturday,14,9
52,Operations - Operator,EGLINTON STATION,Thursday,10,8
94,Cleaning - Unsanitary,WELLESLEY STATION,Wednesday,8,4
44,Operations - Operator,KIPLING STATION,Wednesday,20,6
54,Mechanical,LAWRENCE EAST AND RODD,Wednesday,14,7
63,Mechanical,DUFFERIN AND CASTLEFIE,Tuesday,13,8
32,Operations - Operator,TRETHEWEY AND TODD BAY,Friday,19,9
52,Operations - Operator,LAWRENCE AND JANE,Monday,11,9
34,Mechanical,EGLINTON AND LAIRD,Sunday,14,3
75,Emergency Services,LOWER JARVIS AND QUEEN,Thursday,23,3
300,Operations - Operator,BLOOR AND ISLINGTON,Thursday,2,8
54,Mechanical,LAWRENCE AND MORNINGSI,Tuesday,7,4
29,Utilized Off Route,SPRINGHURST LOOP,Tuesday,22,4
84,Mechanical,SHEPPARD AND KEELE,Monday,19,3
37,Investigation,ISLINGTON AND DUNCANWO,Monday,18,2
929,Operations - Operator,WILSON STATION,Thursday,5,8
29,Mechanical,DUFFERIN AND GLENCAIRN,Wednesday,14,8
935,Mechanical,JANE STATION,Sunday,11,3
960,Mechanical,PIONEER VILLAGE STATIO,Wednesday,9,5
71,Operations - Operator,MOUNT DENNIS DIVISION,Tuesday,17,7
89,Collision - TTC,KEELE AND JUNCTION,Thursday,10,1
7,Vision,BATHURST AND LONSDALE,Thursday,10,6
111,Mechanical,DUNDAS AND AUKLAND,Thursday,22,3
36,General Delay,FINCH WEST STATION,Tuesday,14,1
929,Security,DUFFERIN AND LAWRENCE,Monday,13,9
984,Mechanical,WILSON AND KEELE,Friday,8,5
53,Mechanical,FINCH STATION,Friday,10,4
176,Mechanical,NEWCASTLE AND WINDSOR,Wednesday,15,1
63,Security,OSSINGTON STATION,Saturday,11,5
952,Operations - Operator,PEARSON AIRPORT,Monday,13,9
124,General Delay,LAWRENCE AND AVEUNE,Friday,23,2
36,Mechanical,FINCH AND RUMIKE,Friday,9,3
38,Security,SCARBOROUGH CENTRE STA,Tuesday,15,6
100,Cleaning - Unsanitary,WYNFORD AND DON MILLS,Thursday,18,8
320,Security,YONGE AND RANLEIGH,Thursday,2,9
87,Mechanical,COSBURN AND PAPE,Wednesday,14,6
40,Mechanical,DUNDAS WEST STATION,Monday,10,2
131,Operations - Operator,MORNINGVIEW AND MORNIN,Thursday,5,7
65,Operations - Operator,PARLIAMENT AND LAKESHO,Tuesday,16,3
43,Security,KENNEDY AND FINCH,Friday,15,1
929,Mechanical,DUFFERIN AND DAVENPORT,Monday,22,7
320,Security,YONGE AND BERWICK,Wednesday,4,4
52,Mechanical,LAWRENCE AND JANE,Monday,13,6
75,Security,SHERBOURNE AND KING,Friday,14,4
63,Mechanical,EGLINTON WEST STATION,Tuesday,7,9
96,Mechanical,ELMHURST AND ALBION,Thursday,16,1
165,Diversion,YORK MILLS STATION,Thursday,16,8
924,Operations - Operator,VICTORIA PARK AND EGLI,Wednesday,17,2
85,Mechanical,SHEPPARD AND PALMDALE,Monday,8,9
116,Operations - Operator,MORNINGSIDE AND ELLESM,Friday,13,1
8,Mechanical,BROADVIEW STATION,Sunday,17,8
995,Operations - Operator,SCAROBOROUGH COLLEGE L,Friday,15,1
36,Mechanical,FINCH WEST STATION,Wednesday,16,7
134,Mechanical,101 TAPSCOTT RD,Friday,4,9
86,Mechanical,PARK AND KIRKHAM,Saturday,13,6
927,Mechanical,MARTIN GROVE AND GARFE,Saturday,13,5
903,Mechanical,CENTENNIAL COLLEGE,Wednesday,8,7
57,Diversion,KENNEDY STATION,Wednesday,0,6
63,Mechanical,OAKWOOD AND ST CLAIR,Thursday,15,5
53,Mechanical,MORNINGSIDE AND PASSMO,Friday,16,9
54,Collision - TTC,BRIMORTON AND ORTON PA,Friday,18,8
84,Mechanical,SHEPARD WEST STATION,Monday,6,6
40,Operations - Operator,DUNDAS WEST STATION,Tuesday,12,7
110,General Delay,LAKE SHORE AND THIRTEE,Thursday,2,1
11,Emergency Services,BAYVIEW AND SHEPPARD,Thursday,18,4
53,Operations - Operator,FINCH STATION,Thursday,19,3
38,Mechanical,OLD KINGSTON RD AND MO,Monday,10,8
29,Vision,DUFFERIN AND LAWRENCE,Friday,21,9
29,Mechanical,DUFFERIN AND LAWRENCE,Tuesday,22,6
111,Mechanical,DUNDAS AND AUKLAND,Sunday,19,7
43,Emergency Services,KENNEDY AND FINCH,Friday,6,7
25,Road Blocked - NON-TTC Collision,DON MILLS AND BOND,Sunday,9,8
12,Mechanical,KENNEDY STATION,Saturday,16,9
905,Mechanical,ELLESMERE AND MORRISH,Tuesday,16,6
84,Mechanical,WESTON AND BRADSTOCK,Monday,15,3
91,General Delay,LAURENTIDE AND SILVERD,Thursday,20,3
54,Investigation,LAWRENCE AND MOSSBANK,Thursday,19,5
133,Mechanical,KENNEDY STATION,Wednesday,18,5
84,Mechanical,SHEPPARD AND YUKON,Thursday,14,6
70,Collision - TTC,O'CONNOR AND GARDENS C,Sunday,15,8
985,Mechanical,SCARBOROUGH CENTRE STA,Saturday,18,3
939,Mechanical,SCARBOROUG CENTRE STAT,Wednesday,6,6
32,Mechanical,EMMETT AND VERONA,Thursday,10,3
14,Mechanical,CALEDONIA AND GLENCAIR,Monday,5,9
102,Operations - Operator,MARKHAM AND ELLESMERE,Saturday,15,2
168,Security,AVON LOOP/ ROGERS RD,Sunday,22,3
29,Mechanical,WILSON STATION,Saturday,16,2
129,Mechanical,EGLINTON AND KENNEDY,Wednesday,18,7
29,Mechanical,WILSON STATION,Monday,7,7
939,Mechanical,FINCH STATION,Thursday,20,1
32,Operations - Operator,EGLINTON WEST STATION,Wednesday,8,4
21,Operations - Operator,SCARBOROUGH CTR STN,Saturday,10,7
34,Cleaning - Unsanitary,SPANBRIDGE AND GRENOBL,Saturday,16,3
43,Investigation,KENNEDY AND SHEPPARD,Saturday,19,7
51,Mechanical,MOUNT DENNIS GARAGE,Thursday,15,3
12,Vision,VICTORIA PARK STATION,Tuesday,19,1
34,Collision - TTC,EGLINTON AND WYNFORD,Sunday,11,2
24,Mechanical,VICTORIA PARK STATION,Monday,18,9
45,Mechanical,CARLINGVIEW AND ATTWEL,Friday,7,6
20,Diversion,HIGHWAY AND BIRCHMOUNT,Tuesday,9,4
91,General Delay,CARNFORTH AND LAWRENCE,Thursday,14,1
40,Investigation,DUNDAS WEST STATION,Friday,11,9
161,Mechanical,OAKWOOD AND DAVENPORT,Thursday,19,1
937,Mechanical,ISLINGTON AND EGLINTON,Wednesday,18,1
939,Mechanical,MCCOWAN AND FINCH,Monday,7,8
52,Operations - Operator,LAWRENCE AND JANE,Saturday,21,4
108,Mechanical,GRANDRAVINE AND KEELE,Tuesday,12,5
25,Collision - TTC,OVERLEA AND DON MILLS,Friday,17,8
903,Collision - TTC,KENNEDY AND MUNHAM GAT,Wednesday,17,1
75,Emergency Services,SOUTH AND GLEN,Thursday,16,4
129,Investigation,MCCOWAN AND FINCH,Wednesday,10,5
939,Utilized Off Route,KENNEDY STATION,Tuesday,22,4
53,Operations - Operator,ARBORETUM AND IAN MACD,Sunday,7,9
133,Mechanical,SEASONS AND OASIS BLVD,Wednesday,19,6
945,Mechanical,KIPLING AND STEELES LO,Thursday,5,5
939,Collision - TTC,KENNEDY AND BERTRAND,Sunday,12,9
23,Operations - Operator,BIRCHMOUNT GARAGE,Wednesday,6,3
35,Security,JANE AND BLACK CREEK B,Thursday,15,2
939,Diversion,FINCH AND ANCONA,Friday,9,7
35,Mechanical,JANE AND FINCH,Thursday,17,6
57,Mechanical,MIDLAND AND STEELES,Friday,20,7
65,Collision - TTC,CASTLEFRANK STATION,Saturday,14,1
102,Operations - Operator,MARKHAM AND SHEPPARD,Friday,15,7
133,Cleaning - Unsanitary,NIGHTSTAR AND WHARNSBY,Thursday,20,3
41,Mechanical,PIONEER VILLAGE STATIO,Saturday,12,9
95,Mechanical,ELLESMERE AND KENNEDY,Wednesday,21,1
52,Operations - Operator,DIXON AND WINCOTT,Sunday,6,4
300,Operations - Operator,DANFORTH AND PAPE,Tuesday,2,8
96,General Delay,HUMBERLINE LOOP,Sunday,19,2
116,Mechanical,KINGSTON ROAD AND GUIL,Friday,9,2
34,Collision - TTC,EGLINTON AND VICTORIA,Wednesday,15,5
52,Investigation,MORNINGSTAR AND GOREWA,Thursday,12,4
