,Route,Incident,Location,Day,Hour,Month
23655,34,Operations - Operator,EGLINTON AND REDPATH,Friday,6,7
12367,41,Mechanical,KEELE AND DUNDAS,Friday,15,4
20350,47,Operations - Operator,LANSDOWNE AND RIDEAU,Wednesday,12,6
16359,32,Operations - Operator,EGLINTON STATION,Monday,6,5
18976,72,Utilized Off Route,PAPE AND DANFORTH,Saturday,16,6
5641,34,Collision - TTC,EGLINTON AND WYNFORD,Friday,14,2
31988,116,Mechanical,KENNEDY STATION,Thursday,15,9
13625,300,Operations - Operator,BLOOR AND GREEN LANES,Tuesday,2,4
11118,51,Operations - Operator,STEELES AND WAGGONERS,Wednesday,9,4
4843,32,Mechanical,EGLINTON WEST STATION,Friday,23,2
10420,17,Mechanical,ST CLAIR AND SANTAMONI,Wednesday,18,3
33799,54,General Delay,EGLINTON STATION,Thursday,14,9
26904,63,Mechanical,OSSINGTON STATION,Saturday,14,7
17523,45,General Delay,KIPLING AND WESTHUMBER,Tuesday,22,5
29254,41,Operations - Operator,KEELE AND LAWRENCE,Wednesday,20,8
24871,62,Operations - Operator,MAIN STREET STATION,Friday,17,7
9410,14,Security,YONGE AND MONTGOMERY,Wednesday,2,3
417,75,Mechanical,SHERBOURNE STN,Thursday,11,1
14845,71,Operations - Operator,MOUNT DENNIS GARAGE,Wednesday,17,5
15146,52,Emergency Services,LAWRENCE AND JANE,Friday,19,5
27765,45,Vision,ATTWELL AND DISCO,Friday,18,8
21761,99,Mechanical,SHEPPARD AND BATHURST,Thursday,18,6
12948,52,Emergency Services,LAWRENCE AND BROOKVIEW,Wednesday,8,4
28781,25,Emergency Services,DON MILLS AND FRESHMEA,Sunday,2,8
13667,54,Security,EGLINTON AND REDPATH,Tuesday,13,4
8501,939,Collision - TTC,FINCH AND WIMMINGTON A,Tuesday,11,3
16016,53,Operations - Operator,STEELES AND MORNINGSID,Friday,11,5
14617,75,Security,SHERBOURNE AND WELLESL,Monday,23,4
17710,75,Emergency Services,LOWER JARVIS AND QUEEN,Thursday,8,5
28722,41,Cleaning - Unsanitary,KEELE AND EGLINTON,Saturday,15,8
26159,84,Mechanical,SHEPPARD YONGE STATION,Monday,6,7
23701,23,Mechanical,MAIN STREET STATION,Friday,11,7
29792,8,Diversion,BROADVIEW AND GERRARD,Sunday,20,8
4969,36,Mechanical,FINCH WEST STATION,Sunday,12,2
4577,905,Mechanical,KINGSTON RD AND LAWREN,Wednesday,18,2
18700,129,Utilized Off Route,MCCOWAN AND STEELES,Thursday,0,5
3653,937,Utilized Off Route,ISLINGTON AND EGLINTON,Tuesday,7,1
11517,25,Emergency Services,LIPTON AND PAPE,Friday,19,4
3029,122,Mechanical,GRAYDON HALL AND DON M,Wednesday,21,1
30408,29,Vision,DUFFERIN AND WILSON,Friday,0,8
1985,95,Mechanical,ELLESMERE AND MEADOWVA,Tuesday,14,1
34402,96,Mechanical,ALBION AND ELMHURST,Tuesday,8,9
32253,68,Mechanical,WARDEN AND STEELES,Saturday,14,9
681,35,Security,IAN MACDONALD AND YORK,Saturday,2,1
31055,45,Operations - Operator,KIPLING STATION,Thursday,8,8
5201,995,Collision - TTC,YORK MILLS AND VALLEY,Tuesday,10,2
9641,32,Investigation,RENFORTH STATION,Thursday,20,3
6123,7,Mechanical,BATHURST AND ROCKFORD,Wednesday,13,2
4541,37,Mechanical,REXDALE AND KIPLING,Wednesday,15,2
23015,53,Mechanical,FINCH STATION,Saturday,16,6
3143,90,Operations - Operator,BATHURST STATION,Thursday,17,1
15497,41,Mechanical,PIONEER VILLAGE STATIO,Monday,19,5
15757,78,Collision - TTC,DAVEAN AND WOODSWORTH,Wednesday,11,5
14757,165,Security,OLD WESTON AND WESTON,Wednesday,6,5
7351,125,Operations - Operator,FINCH STATION,Saturday,10,3
14590,927,Mechanical,HUMBER COLLEGE TERMINA,Monday,17,4
2615,52,Operations - Operator,LAWRENCE AND DUFFERIN,Sunday,22,1
11113,96,Mechanical,WILSON AND BATHURST,Wednesday,8,4
25115,40,Mechanical,KIPLING STATION,Saturday,0,7
14388,96,Operations - Operator,WILSON STATION,Saturday,1,4
15513,36,Mechanical,FINCH WEST STATION,Monday,22,5
21793,76,Collision - TTC,ROYAL YORK AND BLOOR,Thursday,20,6
2706,937,Mechanical,ISLINGTON AND EGLINTON,Monday,18,1
35223,7,Cleaning - Unsanitary,BATHURST AND BARTON,Monday,19,9
828,300,Mechanical,BLOOR AND CLENDENAN,Sunday,7,1
31235,9,Security,SCARBOROUGH CENTRE STA,Friday,8,8
12189,96,Utilized Off Route,ELMHURST AND GENTHORN,Thursday,11,4
21640,953,Operations - Operator,MORNINGSIDE AND FINCH,Thursday,5,6
20311,600,Operations - Operator,MCNICOLL GARAGE,Wednesday,6,6
9145,52,Security,LAWRENCE AND MARLEE,Saturday,0,3
32057,127,Mechanical,SPADINA AND BERNARD,Friday,6,9
14677,26,Road Blocked - NON-TTC Collision,DAVENPORT AND AVENUE,Tuesday,14,4
312,76,Utilized Off Route,ROYAL YORK STATION,Wednesday,17,1
33169,904,Mechanical,VICTORIA PARK AND SHEP,Saturday,16,9
20703,42,Mechanical,CUMMER AND SNOWCREST,Friday,13,6
19741,53,Mechanical,FINCH STATION,Friday,11,6
31359,90,Operations - Operator,BATHURST STATION,Friday,21,8
13093,8,Mechanical,ST CLAIR AND O'CONNOR,Thursday,11,4
117,19,Operations - Operator,BAY AND BLOOR,Tuesday,9,1
17174,84,Utilized Off Route,SHEPPARD WEST STATION,Saturday,15,5
22604,126,Mechanical,BATHURST AND EGLINTON,Wednesday,12,6
21455,19,General Delay,BAY AND KING,Wednesday,9,6
34296,902,Security,PROGRESS AND MARKHAM,Monday,12,9
13084,98,Mechanical,YONGE AND STEELES LOOP,Thursday,10,4
23400,7,Mechanical,BATHURST AND HEATHDALE,Wednesday,11,7
21380,102,Mechanical,MALVERN GARAGE,Tuesday,19,6
34490,12,Emergency Services,KENNEDY STATION,Tuesday,22,9
3280,124,Mechanical,BAYVIEW AND LAWRENCE,Friday,15,1
32474,35,Emergency Services,JANE AND LAWRENCE,Monday,15,9
22126,960,Mechanical,STEELES AND MARTIN GRO,Sunday,12,6
31460,86,Operations - Operator,KENNEDY STATION,Saturday,17,8
14708,47,Emergency Services,CALEDONIA AND LESWYN,Tuesday,16,4
11152,131,Mechanical,MORNINGVIEW AND OLD FI,Wednesday,14,4
17499,985,Utilized Off Route,DON MILLS STATION,Tuesday,18,5
23994,925,Utilized Off Route,BROADVIEW STATION,Sunday,9,7
17377,339,Mechanical,FINCH AND SANDHURST CI,Tuesday,5,5
328,24,Operations - Operator,VICTORIA PARK AND PARK,Wednesday,19,1
1677,52,Mechanical,LAWRENCE WEST STATION,Saturday,19,1
32477,71,Collision - TTC,ORMSKIRK AND RIPLEY,Monday,15,9
8693,20,Utilized Off Route,MAIN STREET STATION,Wednesday,20,3
34799,7,Mechanical,BATHURST AND WILSON,Friday,15,9
23825,9,Mechanical,ST CLAIR AND DANFORTH,Saturday,8,7
17412,121,Operations - Operator,FRONT AND BAY,Tuesday,10,5
1656,44,Mechanical,EVANS AND KIPLING,Saturday,15,1
27659,960,Collision - TTC,STEELES AND PETER KAIS,Friday,7,8
19247,38,Mechanical,LAWRENCE AND EAST,Tuesday,6,6
32264,43,General Delay,KENNEDY STATION,Saturday,15,9
16229,23,Mechanical,FERRIS AND SQUIRES,Saturday,21,5
27118,52,Mechanical,EGLINTON STATION,Monday,14,7
12999,989,Mechanical,WESTON AND STEELES,Wednesday,17,4
22990,120,Mechanical,FORTHBRIDGE AND CALVIN,Saturday,13,6
21515,935,Mechanical,JANE STATION,Wednesday,15,6
11408,19,Security,BAY AND GROSVENOR,Friday,6,4
20285,52,Security,DIXON AND CELESTINE,Tuesday,19,6
30018,134,Security,PROGRESS AND SHEPPARD,Tuesday,17,8
27474,68,Mechanical,WARDEN AND ST CLAIR,Thursday,6,8
24449,86,Security,EGLINTON AND MASON,Tuesday,0,7
15054,47,Operations - Operator,YORKDALE STATION,Friday,7,5
18535,34,Emergency Services,EGLINTON AND CREDIT UN,Wednesday,21,5
22615,89,Operations - Operator,WESTON AND WALSH,Wednesday,12,6
8150,36,Mechanical,WESTMORE AND FINCH,Saturday,8,3
28693,29,Mechanical,DUFFERIN AND CELT,Saturday,11,8
6425,102,Mechanical,MARKHAM AND GREENHOLM,Friday,22,2
9873,106,Mechanical,SHEPPARD WEST STATION,Saturday,10,3
1441,36,Mechanical,FINCH WEST STN,Friday,5,1
29571,32,Mechanical,EGLINTON AND SCOTT,Saturday,10,8
31541,118,Mechanical,WILSON AND LADY YORK,Sunday,10,9
33581,925,Utilized Off Route,BROADVIEW AND COSBURN,Tuesday,19,9
9936,165,Security,WILSON STATION,Saturday,20,3
4258,96,Operations - Operator,CARRIER DRIVE AND HWY2,Sunday,21,2
20635,60,Operations - Operator,MALVERN GARAGE,Friday,5,6
11352,89,Cleaning - Unsanitary,KEELE STATION,Thursday,17,4
32862,71,Mechanical,MOUNT DENNIS DIVISION,Thursday,14,9
19498,63,Collision - TTC,OAKWOOD AND ST CLAIR,Wednesday,17,6
15230,7,Mechanical,BATHURST AND FISHERVIL,Saturday,14,5
19611,935,Security,JANE STATION,Thursday,14,6
1040,71,Mechanical,MT DENNIS GARAGE,Tuesday,10,1
26505,32,Mechanical,EGLINTON WEST STATION,Wednesday,16,7
11394,89,Utilized Off Route,KEELE STATION,Thursday,1,4
24884,38,Mechanical,ROUGE HILL GO STATION,Friday,18,7
32884,75,Emergency Services,SHERBOURNE AND ESPLANA,Thursday,16,9
13529,32,Vision,EGLINTON AND KEELE,Monday,10,4
25348,32,Mechanical,EGLINTON AVE WEST AND,Monday,16,7
16613,36,Collision - TTC,FINCH AND SENTINEL,Tuesday,9,5
16589,23,Mechanical,MAIN STREET STATION,Tuesday,6,5
20005,96,Mechanical,WILSON AND JULIAN,Sunday,21,6
908,32,Vision,MOUNT DENNIS GARAGE,Monday,5,1
1834,85,Collision - TTC,DON MILLS STATION,Monday,8,1
4345,74,Operations - Operator,AVOCA AND PLEASANT,Monday,18,2
20335,126,Mechanical,ST. CLAIR WEST AND TWE,Wednesday,10,6
32097,86,Mechanical,KINGSTON AND MORNINGSI,Friday,11,9
17940,300,Security,DANFORTH AND EATON AVE,Saturday,5,5
15157,51,Emergency Services,STEELES AND DON MILLS,Friday,21,5
17464,86,Mechanical,KENNEDY STATION,Tuesday,15,5
7340,34,Utilized Off Route,KENNEDY STATION,Saturday,5,3
7572,14,Mechanical,GLENCAIRN STATION,Monday,16,3
17530,89,Emergency Services,WESTON AND OAK,Tuesday,1,5
15491,131,Operations - Operator,NUGGET AND MARKHAM,Monday,18,5
22424,73,Cleaning - Unsanitary,ROYAL YORK STATION,Tuesday,8,6
6089,100,Mechanical,ST DENNIS AND DEAUVILL,Wednesday,8,2
20248,52,Mechanical,LAWRENCE WEST STATION,Tuesday,16,6
4893,72,General Delay,PAPE STATION,Saturday,15,2
34300,902,Security,MARKHAM AND LAWRENCE,Monday,13,9
12692,952,Mechanical,AIRPORT TERMINAL 3,Monday,7,4
33135,54,Emergency Services,LAWRENCE AND BRIMELY,Saturday,13,9
32292,102,Operations - Operator,MARKHAM AND STEELES,Saturday,21,9
7366,71,Mechanical,MOUNT DENNIS GARAGE,Saturday,12,3
15217,36,Mechanical,HUMBERWOOD AND MORNING,Saturday,12,5
6166,32,Collision - TTC,EGLINTON AND ROYAL YOR,Wednesday,19,2
28929,35,Cleaning - Unsanitary,OLD MILL STATION,Monday,11,8
31503,13,Collision - TTC,EGLINTON AND HENNING,Saturday,22,8
10780,37,Operations - Operator,ISLINGTON AND BLOOR,Sunday,2,3
26238,986,Mechanical,EGLINTON AND MARKHAM,Monday,18,7
31162,60,Mechanical,FINCH STATION,Thursday,20,8
13889,97,Diversion,YONGE AND COLLEGE,Thursday,6,4
3816,960,Mechanical,FINCH STATION,Wednesday,16,1
5728,116,Emergency Services,MORNINGSIDE AND KINGST,Saturday,9,2
32664,41,Utilized Off Route,IAN MACDONALD AND CHIM,Tuesday,22,9
13945,47,Operations - Operator,ORFUS AND DUFFERIN,Thursday,15,4
3262,87,Operations - Operator,PAPE AND COXBURN,Friday,14,1
23875,96,Operations - Operator,WILSON AND JANE,Saturday,13,7
14792,35,Security,FIRGROVE AND JANE,Wednesday,12,5
1529,96,Collision - TTC,HUMBER COLLEGE AND SIL,Friday,18,1
30216,19,Operations - Operator,BAY AND BLOOR,Thursday,14,8
6400,89,Mechanical,KEELE STATION,Friday,18,2
23085,63,Cleaning - Unsanitary,EGLINTON WEST STATION,Sunday,11,6
6196,52,Utilized Off Route,EGLINTON STATION,Thursday,7,2
3526,83,Mechanical,JONES AND GERRARD,Monday,6,1
18582,64,Collision - TTC,BROADVIEW AND BATER,Thursday,7,5
33601,65,Collision - TTC,CASTLE FRANK STATION,Tuesday,23,9
11057,29,Cleaning - Unsanitary,DUFFERIN AND ST. CLAIR,Tuesday,19,4
10851,29,Mechanical,WILSON STATION,Sunday,20,3
18926,85,Mechanical,SHEPPARD AND SCUNTHORP,Saturday,10,6
22425,73,Collision - TTC,WESTON AND CARDELL,Tuesday,8,6
30949,935,Mechanical,PIONEER VILLAGE STATIO,Wednesday,16,8
31865,34,Operations - Operator,KENNEDY STATION,Wednesday,15,9
5015,320,Utilized Off Route,DAVISVILLE STATION,Monday,2,2
6066,85,Cleaning - Unsanitary,SHEPPARD AND SETTTLERS,Tuesday,22,2
16420,32,Collision - TTC,EGLINTON AND WINNETT D,Monday,11,5
14218,88,Operations - Operator,ST CLAIR STATION,Friday,17,4
15884,937,Mechanical,ISLINGTON AND BLOOR,Thursday,8,5
26697,35,Cleaning - Unsanitary,JANE AND BLOOR,Friday,6,7
872,54,Operations - Operator,LAWRENCE AND WARDEN,Sunday,18,1
23063,960,Security,PIONEER VILLAGE STATIO,Saturday,1,6
2719,45,Security,KIPLING AND REXDALE,Monday,22,1
31317,32,Operations - Operator,RENFORTH STATION,Friday,16,8
1089,95,Mechanical,ELLESMERE AND KENNEDY,Tuesday,15,1
32563,925,Mechanical,DON MILLS AND FINCH,Tuesday,7,9
21861,116,Operations - Operator,KENNEDY STATION,Friday,12,6
26518,116,Security,EGLINTON AND MIDLAND,Wednesday,18,7
21937,95,Mechanical,RYLANDER AND KINGSTON,Friday,20,6
16496,924,Utilized Off Route,VICTORIA PARK STATION,Monday,15,5
23082,22,Emergency Services,COXWELL STATION,Sunday,9,6
8196,165,Diversion,YORK MILLS STATION,Saturday,15,3
21898,36,Mechanical,FENMAR AND ORMONT,Friday,16,6
2474,102,Utilized Off Route,ST CLAIR AND KINGSTON,Saturday,13,1
17724,903,Collision - TTC,KENNEDY STATION,Thursday,10,5
31651,51,Operations - Operator,LESLIE AND SHEPPARD,Monday,13,9
4150,123,Operations - Operator,KIPLING STN,Saturday,16,2
17347,44,Utilized Off Route,KIPLING AND LAKESHORE,Monday,20,5
19079,985,Security,MIDLAND AND EGLINTON,Sunday,17,6
15946,39,Mechanical,FINCH STATION,Thursday,16,5
27648,52,Operations - Operator,LAWRENCE AND DUFFERIN,Friday,4,8
22536,73,Emergency Services,LA ROSE AND SCARLETT,Tuesday,23,6
6412,63,Operations - Operator,OAKWOOD AND ST CLAIR,Friday,19,2
2249,43,Operations - Operator,KENNEDY STATION,Thursday,17,1
23695,67,Mechanical,PHARMACY AND REDDINS,Friday,11,7
7789,960,Mechanical,FINCH STATION,Wednesday,10,3
34342,165,Collision - TTC,YORK MILLS STATION,Monday,18,9
22907,12,Mechanical,VICTORIA PARK STATION,Friday,18,6
27976,31,Operations - Operator,COXWELL STATION,Sunday,14,8
17225,320,Security,YONGE AND STEELES (STE,Sunday,7,5
21546,52,Security,LAWRENCE AND DUFFERIN,Wednesday,16,6
27867,32,Operations - Operator,EGLINTON AND KEELE,Saturday,16,8
13958,76,Utilized Off Route,ROYAL YORK STATION,Thursday,15,4
34120,32,Vision,EGLINTON AND KEELE,Saturday,18,9
35066,22,Collision - TTC,COXWELL AND GERARD,Sunday,15,9
27590,86,Mechanical,TORONTO ZOO,Thursday,16,8
5999,37,Mechanical,ISLINGTON AND RATHBURN,Tuesday,10,2
6464,32,Operations - Operator,KEELE AND EGLINTON,Saturday,11,2
2971,110,Mechanical,HORNEY AND 30TH STREET,Wednesday,16,1
3398,52,Mechanical,EGLINTON AND LASCELLES,Saturday,15,1
16612,78,Operations - Operator,YORK MILLS STATION,Tuesday,9,5
22159,106,Mechanical,PIONEER VILLAGE STATIO,Sunday,14,6
27980,63,Operations - Operator,OSSINGTON STATION,Sunday,15,8
92,79,Mechanical,RUNNEMEDE STATION,Tuesday,6,1
21543,70,Mechanical,VICTORIA PARK AND EGLI,Wednesday,16,6
5213,939,Mechanical,KENNEDY STATION,Tuesday,12,2
13607,7,Vision,BATHURST AND FAIRLAWN,Monday,21,4
25932,36,Mechanical,HUMBERWOOD AND MORNING,Friday,23,7
7695,937,Utilized Off Route,ISLINGTON STATION,Tuesday,15,3
17839,105,Operations - Operator,DUFFERIN AND FINCH,Friday,11,5
660,84,Operations - Operator,SHPEPPARD WEST STATION,Friday,20,1
6872,85,Mechanical,SHEPPARD AND SCUNTHORP,Tuesday,18,2
29922,52,Mechanical,KEELE AND FLORAL,Tuesday,5,8
6126,94,Mechanical,WELLESLEY AND CHURCH,Wednesday,14,2
6988,100,Mechanical,BIRCHMOUNT GARAGE,Wednesday,16,2
21501,935,Mechanical,JANE AND STEELES,Wednesday,14,6
35113,24,Mechanical,ELLESMERE AND BIRCHMOU,Monday,5,9
1134,129,Collision - TTC,MCCOWAN AND WILFRED MU,Tuesday,19,1
4598,501,Emergency Services,WOLSELEY LOOP,Thursday,5,2
8823,903,Operations - Operator,KENNEDY STATION,Thursday,18,3
701,90,Security,VAUGHAN AND PINEWOOD,Saturday,9,1
9363,36,Mechanical,HUMBERWOOD AND MORNING,Tuesday,16,3
10398,952,Operations - Operator,AVENUE AND GLENVIEW,Wednesday,17,3
11944,60,Mechanical,PIONEER VILLAGE STATIO,Tuesday,18,4
12476,925,Operations - Operator,DON MILLS AND ST DENNI,Saturday,12,4
14969,63,Emergency Services,OAKWOOD AND VAUGHAN,Thursday,12,5
22629,52,Mechanical,LAWRENCE WEST STATION,Wednesday,14,6
6460,71,Vision,DUNDAS AND RUNNYMEDE,Saturday,10,2
9696,75,Vision,JARVIS AND QUEENS QUAY,Friday,11,3
33585,86,Emergency Services,EGLINTON AND CEDAR,Tuesday,19,9
30695,85,Operations - Operator,SHEPPARD AND ABBOTSFIE,Monday,18,8
12504,19,Diversion,FRONT AND BAY,Saturday,15,4
26350,68,Security,WARDEN STATION,Tuesday,15,7
907,116,Operations - Operator,MALVERN DIVISION,Monday,5,1
23860,165,Mechanical,WESTON AND WALSH,Saturday,11,7
1920,45,Operations - Operator,KIPLING STATION,Monday,21,1
17118,32,Operations - Operator,THRETHEWY AND PLATINUM,Saturday,9,5
26221,35,Security,PIONEER VILLAGE STATIO,Monday,15,7
33355,36,Mechanical,FINCH STATION,Monday,12,9
19496,929,Collision - TTC,DUFFERIN AND CELT,Wednesday,17,6
27141,29,Operations - Operator,DUFFERIN AND ORFUS,Monday,16,7
31303,29,Emergency Services,DUFFERIN AND ST CLAIR,Friday,16,8
18483,78,Operations - Operator,YORK MILLS AND BAYVIEW,Wednesday,16,5
1036,39,Collision - TTC,FINCH AND BIRCHMOUNT,Tuesday,9,1
20120,129,Mechanical,MCCOWAN AND SHEPPARD,Monday,19,6
12898,67,Cleaning - Unsanitary,VICTORIA PARK STATION,Tuesday,21,4
21565,939,Emergency Services,FINCH AND BRAHMS,Wednesday,17,6
26530,952,Emergency Services,LAWRENCE AND CALEDONIA,Wednesday,19,7
18835,944,Mechanical,KIPLING AND LAKESHORE,Friday,17,5
26031,23,Collision - TTC,DAWES AND GOWER,Saturday,17,7
9896,86,Mechanical,KINGSTON AND MORNINGSI,Saturday,13,3
32391,54,Security,LAWRENCE AND BATHGATE,Sunday,21,9
12873,74,Mechanical,ST CLAIR STATION,Tuesday,17,4
6818,16,Mechanical,WARDEN STATION,Tuesday,15,2
19951,106,Mechanical,SHEPPARD WEST STATION,Sunday,8,6
35041,104,Mechanical,FAYWOOD AND FAITH,Sunday,11,9
6250,97,Cleaning - Unsanitary,YONGE AND BROOKE,Thursday,16,2
12187,939,Utilized Off Route,FINCH WEST STATION,Thursday,11,4
5111,25,Emergency Services,DON MILLS AND DONWAY,Monday,16,2
8245,89,Operations - Operator,WESTON AND MCCORMACK,Saturday,1,3
3041,90,Emergency Services,OAKWOOD AND AMHERST,Wednesday,0,1
35022,85,Emergency Services,DANFORTH AND MAGNOLIA,Sunday,4,9
9380,86,Mechanical,EGLINTON AND MCCOWAN,Tuesday,19,3
33017,44,Cleaning - Unsanitary,EVANS AND KIPLING,Friday,14,9
13217,929,Operations - Operator,WILSON STATION,Friday,12,4
34562,986,Operations - Operator,KINGSTON AND LAWRENCE,Wednesday,16,9
20897,102,Utilized Off Route,ST CLAIR AND LINDEN,Saturday,20,6
19528,165,Mechanical,WESTON AND STEELES,Wednesday,20,6
30330,112,Operations - Operator,KIPLING STATION,Friday,13,8
3504,108,Operations - Operator,DRIFTWOOD AND FINCH,Sunday,19,1
15927,52,Emergency Services,AVENUE AND ST CLEMENTS,Thursday,14,5
21069,165,Vision,WESTON AND FINCH,Monday,12,6
15444,96,Mechanical,WILSON AND KEELE,Monday,12,5
28940,17,Security,BIRCHMOUNT AT LAWRENCE,Monday,12,8
29199,102,Cleaning - Unsanitary,MORNINGSIDE AND PASSMO,Wednesday,16,8
14588,51,Mechanical,LESLIE AND EGLINTON,Monday,17,4
460,43,Mechanical,LAWRENCE AND KENNEDY,Thursday,15,1
30498,56,Investigation,YONGE AND SAUDAN,Saturday,16,8
15128,19,Operations - Operator,SHERBOURNE AND QUEENS,Friday,17,5
888,40,Operations - Operator,DUNDAS AND CHELSEA,Sunday,21,1
27120,38,Mechanical,KENNEDY STATION,Monday,14,7
25179,116,Mechanical,MORNINGSIDE AND ELLESM,Sunday,14,7
9872,47,Mechanical,EARLSCOURT LOOP,Saturday,9,3
20485,995,Mechanical,ELLESMERE AND MILITARY,Thursday,9,6
4689,91,Mechanical,HOLLINGER AND BERMONDS,Thursday,17,2
25637,52,Operations - Operator,WESTWOOD MALL,Wednesday,13,7
23884,51,Mechanical,TOWNSEND AND FRESHMEAD,Saturday,14,7
8881,60,Emergency Services,FINCH STN,Friday,6,3
15427,54,Mechanical,LAWRENCE AND KINGSTON,Monday,10,5
19578,36,Collision - TTC,FINCH AND WESTON,Thursday,9,6
5808,121,Collision - TTC,WELLINGTON AND YONGE,Saturday,18,2
8316,116,Security,MORNINGSIDE AND LAWREN,Sunday,20,3
5887,95,Operations - Operator,ELLESMERE AND BIRKDALE,Sunday,16,2
11644,95,Security,YORK MILLS STATION,Sunday,8,4
6865,985,Mechanical,SHEPPARD AND HAVENVIEW,Tuesday,17,2
35046,39,Mechanical,LITTLES AND SEWELLS,Sunday,12,9
20646,927,Operations - Operator,KIPLING STATION,Friday,6,6
10181,96,General Delay,WILSON STATION,Tuesday,9,3
6307,102,Mechanical,WARDEN STATION,Friday,5,2
23512,32,Operations - Operator,TRETHEWEY AND GREENTRE,Thursday,7,7
24971,39,Mechanical,FINCH AND VICTORIA PAR,Saturday,11,7
24177,52,Mechanical,DIXON AND CELESTINE,Monday,14,7
11643,960,Emergency Services,FINCH STATION,Sunday,8,4
13180,21,Mechanical,BRIMLEY AND SHEPPARD,Friday,6,4
32737,985,Mechanical,SHEPPARD EAST AND ECOP,Wednesday,15,9
14872,29,General Delay,DUFFERIN AND LAWRENCE,Wednesday,19,5
8894,62,Collision - TTC,BROADVIEW STATION,Friday,7,3
35206,96,Operations - Operator,93 CLAIREVILLE DRIVE,Monday,17,9
654,31,Mechanical,QUEEN AND ALTON,Friday,19,1
7602,75,Mechanical,LOWER JARVIS AND QUEEN,Monday,18,3
12005,123,Vision,QUEENSWAY GARAGE,Wednesday,7,4
29619,935,Mechanical,JANE AND STEELES,Saturday,14,8
13695,19,Operations - Operator,DUPONT AND AVENUE,Tuesday,17,4
28068,9,Cleaning - Unsanitary,WARDEN STATION,Monday,9,8
17355,52,Mechanical,EGLINTON AND ORIOLE,Monday,21,5
13952,927,Utilized Off Route,KIPLING STATION,Thursday,15,4
19204,39,Road Blocked - NON-TTC Collision,FINCH AND TRUDY,Monday,21,6
11354,63,Emergency Services,KING AND QUEEN,Thursday,18,4
17998,45,Security,KIPLING AND ALBION,Saturday,13,5
28453,63,Mechanical,EGLINTON WEST STATION,Thursday,15,8
33537,85,Mechanical,DON MILLS STATION,Tuesday,16,9
32365,72,Emergency Services,PAPE STATION,Sunday,15,9
80,84,Operations - Operator,ARROW DIVISION,Tuesday,5,1
9745,36,Mechanical,FINCH AND ARROW,Friday,16,3
16914,89,Mechanical,WESTON AND EGLINTON,Thursday,17,5
34479,41,Vision,FINCH WEST STATION,Tuesday,19,9
16214,39,Operations - Operator,FINCH AND BALDOON,Saturday,19,5
180,925,Utilized Off Route,PAPE STATION,Tuesday,19,1
5645,60,Operations - Operator,STEELES AND BATHURST,Friday,15,2
27403,939,Emergency Services,OLD MILL STATION,Wednesday,17,7
12995,960,Investigation,FINCH STATION,Wednesday,16,4
9835,110,Mechanical,HORNER AND EDILOU,Friday,1,3
5580,91,Operations - Operator,EGLINTON GARAGE,Friday,5,2
14132,95,Utilized Off Route,ELLESMERE AND KENNEDY,Friday,13,4
3354,113,Mechanical,DANFORTH AND KENNEDY,Saturday,8,1
29187,50,Operations - Operator,QUEENSWAY GARAGE B,Wednesday,14,8
33566,34,Mechanical,KENNEDY STATION,Tuesday,18,9
33313,80,Cleaning - Unsanitary,SHERWAY GARDENS MALLS,Sunday,23,9
21772,40,Mechanical,KIPLING STATION,Thursday,18,6
22482,102,Security,KINGSTON AND BRIMLEY,Tuesday,16,6
16182,40,Utilized Off Route,DUNDAS WEST STATION,Saturday,15,5
23130,36,Mechanical,651 HUMBERWOOD BLVD,Sunday,18,6
7976,161,Emergency Services,OSSINGTON STATION,Thursday,21,3
16310,133,General Delay,ELLESMERE AND KENNEDY,Sunday,16,5
25268,119,Operations - Operator,WILSON STATION,Monday,6,7
22652,53,Collision - TTC,STEELES AND BAYVIEW,Wednesday,16,6
24029,53,Utilized Off Route,STEELES AND LESLIE,Sunday,12,7
